screen_name,figma_node_id,navigator_key,implementation_file,functional_status,data_source,persistence_status,test_status,figma_source_status,app_capture_status,overlay_status,pixel_diff_status,asset_status,visual_status,android_status,ios_status,notes
09-help-center-home-categories-requests-fr,309:805,help-center-home,mayush-mobile/src/screens/support/HelpCenterHomeScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7A Help Center home screen with search, 6 category grid items, recent support requests, FAQ shortcut, and operating hours banner.
09-help-category-orders-delivery-fr,309:806,help-category-orders-delivery,mayush-mobile/src/screens/support/HelpCategoryOrdersDeliveryScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7A Orders & Delivery category screen with popular questions and linked orders actions.
09-help-center-search-results-fr,309:807,help-center-search-results,mayush-mobile/src/screens/support/HelpCenterSearchResultsScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7A Help Center search results screen with real-time query matching, match counters, and no-results fallback.
09-faq-tab-categories-fr,309:808,faq-tab-categories,mayush-mobile/src/screens/support/FaqTabCategoriesScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7A FAQ category tabs screen with filter chips, accordion items, and feedback prompt.
09-faq-article-track-order-steps-fr,309:809,faq-article-track-order-steps,mayush-mobile/src/screens/support/FaqArticleTrackOrderStepsScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7A Track order FAQ article screen with 4 step instructions, related articles, and existing orders flow CTA.
09-my-support-tickets-list-fr,309:810,my-support-tickets-list,mayush-mobile/src/screens/support/MySupportTicketsListScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Support tickets list screen with search, filter tabs, unread badges, and ticket cards.
09-no-support-requests-empty-state-fr,309:811,no-support-requests-empty-state,mayush-mobile/src/screens/support/NoSupportRequestsEmptyStateScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Empty support requests screen with headset artwork, 3 feature cards, FAQ CTA, and contact support CTA.
09-contact-support-form-fr,309:812,contact-support-form,mayush-mobile/src/screens/support/ContactSupportFormScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Contact support form screen with subject/category dropdowns, message text area, email input, channel chips, and attachments/order links.
09-attach-files-documents-fr,309:813,attach-files-documents,mayush-mobile/src/screens/support/AttachFilesDocumentsScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Attachment management screen with 3 upload option cards, max 10 Mo file limit notice, and attached file list with removal action.
09-review-send-support-request-fr,309:814,review-send-support-request,mayush-mobile/src/screens/support/ReviewSendSupportRequestScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Review support request screen with section summary cards, per-section edit buttons, and submission CTA.
09-select-order-for-support-fr,309:815,select-order-for-support,mayush-mobile/src/screens/support/SelectOrderForSupportScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Order selection screen for support requests reusing buyer orders domain with order search and fallback CTA.
09-reply-to-support-message-fr,309:816,reply-to-support-message,mayush-mobile/src/screens/support/ReplyToSupportMessageScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Reply to support message screen with ticket context summary card, message text area, attachment button, and reply submit CTA.
09-ticket-detail-conversation-thread-fr,309:817,ticket-detail-conversation-thread,mayush-mobile/src/screens/support/TicketDetailConversationThreadScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Support ticket conversation detail screen with summary header, buyer and agent message thread, reply CTA, and close request button.
09-close-request-confirmation-fr,309:818,close-request-confirmation,mayush-mobile/src/screens/support/CloseRequestConfirmationScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Close request confirmation modal with warning info card, keep open option, and confirm closure button.
09-support-request-sent-success-fr,309:819,support-request-sent-success,mayush-mobile/src/screens/support/SupportRequestSentSuccessScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7B Support request sent success screen with green checkmark artwork, ticket summary card, view ticket CTA, and return to help center CTA.
09-ticket-resolved-rating-fr,309:820,ticket-resolved-rating,mayush-mobile/src/screens/support/TicketResolvedRatingScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7C Ticket resolved rating screen with rating stars, feedback form, agent response card, and related FAQ links.
09-support-connection-error-fr,309:821,support-connection-error,mayush-mobile/src/screens/support/SupportConnectionErrorScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7C Support network connection error screen with disconnected artwork, error copy, retry CTA, and contact email footer.
09-support-temporarily-unavailable-fr,309:822,support-temporarily-unavailable,mayush-mobile/src/screens/support/SupportTemporarilyUnavailableScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7C Support temporarily unavailable screen with headset artwork, technical problem copy, retry CTA, and FAQ link.
09-maintenance-mode-services-impacted-fr,309:823,maintenance-mode-services-impacted,mayush-mobile/src/screens/support/MaintenanceModeServicesImpactedScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7C System maintenance mode screen with tool artwork, maintenance explanation, impacted services list, retry CTA, and last checked timestamp.
09-app-update-available-fr,309:824,app-update-available,mayush-mobile/src/screens/support/AppUpdateAvailableScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7C Optional app update screen with sync artwork, current version 1.0.0, target version 1.3.0, release notes, update CTA, skip action, and legal terms agreement.
09-forced-update-required-fr,309:825,forced-update-required,mayush-mobile/src/screens/support/ForcedUpdateRequiredScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7D Mandatory forced update screen with shield artwork, current vs target version comparison, security patch list, and single update CTA.
09-settings-error-loading-state-fr,309:826,settings-error-loading-state,mayush-mobile/src/screens/support/SettingsErrorLoadingStateScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7D Settings loading error screen with gear/warning artwork, technical issue explanation, retry CTA, home shortcut, and data preservation card.
09-settings-skeleton-loading-state,309:827,settings-skeleton-loading-state,mayush-mobile/src/screens/support/SettingsSkeletonLoadingStateScreen.tsx,PASS,System State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 7D Settings skeleton loading screen matching SettingsScreen layout structure with header, profile card, section header, and menu item row pulse placeholders.
07-order-detail-in-preparation-timeline-fr,309:716,order-detail-preparing,mayush-mobile/src/screens/orders/OrderDetailsScreen.tsx,PASS,BuyerOrderRepository,AsyncStorage,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B shared canonical detail variant using selectedOrderId and deterministic preparation events.
07-order-detail-shipped-tracking-fr,309:717,order-detail-shipped,mayush-mobile/src/screens/orders/OrderDetailsScreen.tsx,PASS,BuyerOrderRepository,AsyncStorage,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B shared shipped detail variant with frontend fixture carrier tracking and ETA metadata.
07-order-tracking-timeline-realtime-fr,309:718,order-tracking,mayush-mobile/src/screens/orders/OrderTrackingScreen.tsx,PASS,BuyerOrderRepository,AsyncStorage,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B deterministic frontend tracking timeline; no polling sockets push handling or carrier API.
07-order-detail-delivered-actions-fr,309:719,order-detail-delivered,mayush-mobile/src/screens/orders/OrderDetailsScreen.tsx,PASS,BuyerOrderRepository,AsyncStorage,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B shared delivered detail variant; Step 8C review and reorder actions are wired while return remains deferred.
07-order-detail-multi-vendor-packages-fr,309:720,order-detail-multi-vendor,mayush-mobile/src/screens/orders/OrderDetailsScreen.tsx,PASS,BuyerOrderRepository,AsyncStorage,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B buyer-facing seller grouping only; no seller or admin identity functionality.
07-multiple-packages-split-shipment-fr,309:721,order-packages,mayush-mobile/src/screens/orders/OrderPackagesScreen.tsx,PASS,BuyerOrderRepository,Transient selectedPackageId,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B one order to multiple coherent packages with validated line references.
07-package-detail-items-shipping-info-fr,309:722,order-package-detail,mayush-mobile/src/screens/orders/OrderPackageDetailsScreen.tsx,PASS,BuyerOrderRepository,Transient selectedPackageId,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B safe selected package resolution preserving selectedOrderId on back navigation.
07-invoice-detail-download-share-fr,309:723,order-invoice,mayush-mobile/src/screens/orders/OrderInvoiceScreen.tsx,PASS,BuyerOrderRepository,Order snapshot,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8B frontend invoice preview with truthful non-integrated PDF download and share boundary.
07-cancel-order-confirmation-dialog-fr,309:724,order-cancel-confirmation,mayush-mobile/src/screens/orders/OrderCancellationScreens.tsx,PASS,BuyerOrderActionRepository,Transient cancellation draft,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C eligible selected-order confirmation that does not mutate BuyerOrder on open.
07-cancel-order-reason-form-fr,309:725,order-cancel-reason,mayush-mobile/src/screens/orders/OrderCancellationScreens.tsx,PASS,BuyerOrderActionRepository,Transient reason draft by orderId,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C stable reason keys optional 250-character message and required-reason validation.
07-cancellation-request-registered-fr,309:726,order-cancel-registered,mayush-mobile/src/screens/orders/OrderCancellationScreens.tsx,PASS,BuyerOrderActionRepository,AsyncStorage action record,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C truthful frontend-requested status without fabricated backend acceptance cancellation or refund.
07-order-cannot-be-cancelled-fr,309:727,order-cannot-cancel,mayush-mobile/src/screens/orders/OrderCancellationScreens.tsx,PASS,BuyerOrderRepository,Derived eligibility rule,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C ineligible state derives from canCancelOrder and support reuses selected orderId.
07-rate-order-review-products-fr,309:728,order-product-review,mayush-mobile/src/screens/orders/OrderProductReviewScreen.tsx,PASS,BuyerOrderActionRepository,AsyncStorage review records,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C delivered-order per-line ratings kept independent from support-ticket satisfaction rating.
07-reorder-articles-changed-unavailable-fr,309:729,order-reorder-changes,mayush-mobile/src/screens/orders/OrderReorderScreens.tsx,PASS,BuyerOrderActionRepository,Transient reorder plan,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C deterministic available changed and unavailable comparison without mutating historical order snapshots.
07-reorder-items-added-to-cart-fr,309:730,order-reorder-added,mayush-mobile/src/screens/orders/OrderReorderScreens.tsx,PASS,Existing CartState,AsyncStorage cart,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C selected current items use the normal cart mutation and accurate added ignored totals.
07-reorder-with-availability-changes-fr,309:731,order-reorder-availability,mayush-mobile/src/screens/orders/OrderReorderScreens.tsx,PASS,BuyerOrderActionRepository,Transient reorder selection,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 8C alternate current-availability selection state; production does not force navigation into returns.
07-request-return-item-selection-fr,309:732,order-return-selection,mayush-mobile/src/screens/orders/OrderReturnScreens.tsx,PASS,BuyerOrderRepository + BuyerOrderActionRepository,Transient return draft,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Eligible delivered lines only; selection and partial quantity do not mutate the historical order.
07-return-detail-items-refund-status-fr,309:733,order-return-detail,mayush-mobile/src/screens/orders/OrderReturnScreens.tsx,PASS,BuyerOrderActionRepository,Scoped AsyncStorage action records,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Frontend-local return record with selected line references and estimated refund amount.
07-return-tracking-timeline-fr,309:734,order-return-tracking,mayush-mobile/src/screens/orders/OrderReturnScreens.tsx,PASS,BuyerOrderActionRepository,Scoped AsyncStorage action records,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Deterministic returnRequestId-owned timeline; opening does not advance status.
07-request-refund-cancelled-order-fr,309:735,order-refund-request,mayush-mobile/src/screens/orders/OrderRefundScreens.tsx,PASS,BuyerOrderRepository + BuyerOrderActionRepository,Scoped AsyncStorage action records,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Cancelled paid order fixture; amount derived from immutable BuyerOrder total.
07-refund-completed-success-fr,309:736,order-refund-completed,mayush-mobile/src/screens/orders/OrderRefundScreens.tsx,PASS,BuyerOrderActionRepository,Scoped AsyncStorage action records,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Rendered only after explicit local refund completion; no real bank settlement claim.
07-delivery-delayed-notification-fr,309:737,delivery-delayed,mayush-mobile/src/screens/orders/OrderDeliveryIssueScreens.tsx,PASS,BuyerOrderRepository + BuyerOrderActionRepository,Scoped delivery issue record,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Selected orderId issue fixture with truthful carrier-integration boundary and no order mutation.
07-delivery-failed-reschedule-fr,309:738,delivery-failed,mayush-mobile/src/screens/orders/OrderDeliveryIssueScreens.tsx,PASS,BuyerOrderActionRepository,Scoped AsyncStorage reschedule record,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Explicit frontend-requested reschedule with orderId and optional packageId ownership validation.
07-support-order-contact-form-fr,309:739,order-support-contact,mayush-mobile/src/screens/support/ContactSupportFormScreen.tsx,PASS,SupportState + BuyerOrderRepository,Transient support draft identity,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,REUSE_WITH_VARIANT of the existing support form with selected order context.
07-tracking-unavailable-in-preparation-fr,309:740,tracking-unavailable,mayush-mobile/src/screens/orders/OrderDeliveryIssueScreens.tsx,PASS,BuyerOrderRepository,Derived tracking availability,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Preparing order without tracking metadata shows unavailable rather than invented events.
07-order-not-found-error-fr,309:741,order-not-found,mayush-mobile/src/screens/orders/OrderSystemStateScreens.tsx,PASS,BuyerOrderRepository + OrderViewStateManager,Transient requested orderId,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Invalid lookup clears selected order and never substitutes an arbitrary order.
07-orders-empty-state-fr,309:742,orders-empty,mayush-mobile/src/screens/orders/OrderSystemStateScreens.tsx,PASS,OrderViewStateManager,Transient empty result,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Empty is derived from a resolved zero-order repository result.
07-orders-error-loading-state-fr,309:743,orders-error,mayush-mobile/src/screens/orders/OrderSystemStateScreens.tsx,PASS,OrderViewStateManager,Transient load error,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Retry returns to loading without deleting durable orders.
07-orders-skeleton-loading-state,309:744,orders-skeleton,mayush-mobile/src/screens/orders/OrderSystemStateScreens.tsx,PASS,OrderViewStateManager,Transient loading state,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Structural list skeleton mirrors header search tabs and order-card hierarchy.
07-order-detail-skeleton-loading-state,309:745,order-detail-skeleton,mayush-mobile/src/screens/orders/OrderSystemStateScreens.tsx,PASS,OrderViewStateManager,Transient detail loading state,PASS,CAPTURED_393x852,PENDING,PENDING,NOT_RUN,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Structural detail skeleton mirrors summary timeline products address payment totals and actions.
