"source_folder","source_filename","figma_page","figma_section","figma_source_frame","figma_editable_frame","feature","screen","locale","state","screen_type","component_dependencies","prototype_flow","completion_status","notes"
"07-orders","07-orders-cancelled-tab-refund-statuses-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-cancelled-tab-refund-statuses-fr.png","","Orders","orders-cancelled-tab-refund-statuses","French","Cancelled","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-cancelled-tab-refund-statuses-fr.png; dimensions: 941x1672"
"07-orders","07-orders-completed-tab-reorder-review-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-completed-tab-reorder-review-fr.png","","Orders","orders-completed-tab-reorder-review","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-completed-tab-reorder-review-fr.png; dimensions: 941x1672"
"07-orders","07-orders-empty-state-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-empty-state-fr.png","","Orders","orders-empty-state","French","Empty","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-empty-state-fr.png; dimensions: 941x1672"
"07-orders","07-orders-error-loading-state-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-error-loading-state-fr.png","","Orders","orders-error-loading-state","French","Loading","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-error-loading-state-fr.png; dimensions: 941x1672"
"07-orders","07-orders-in-progress-tab-statuses-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-in-progress-tab-statuses-fr.png","","Orders","orders-in-progress-tab-statuses","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-in-progress-tab-statuses-fr.png; dimensions: 941x1672"
"07-orders","07-orders-list-all-tabs-ar.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-list-all-tabs-ar.png","","Orders","orders-list-all-tabs","Arabic","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-list-all-tabs-ar.png; dimensions: 941x1672"
"07-orders","07-orders-list-all-tabs-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-list-all-tabs-fr.png","","Orders","orders-list-all-tabs","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-list-all-tabs-fr.png; dimensions: 941x1672"
"07-orders","07-orders-skeleton-loading-state.png","70 — Orders","02 — Source Screenshots","SRC / 07-orders-skeleton-loading-state.png","","Orders","orders-skeleton-loading-state","Shared","Loading","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-orders-skeleton-loading-state.png; dimensions: 941x1672"
"07-orders","07-order-tracking-timeline-ar.png","70 — Orders","02 — Source Screenshots","SRC / 07-order-tracking-timeline-ar.png","","Orders","order-tracking-timeline","Arabic","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-order-tracking-timeline-ar.png; dimensions: 941x1672"
"07-orders","07-order-tracking-timeline-realtime-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-order-tracking-timeline-realtime-fr.png","","Orders","order-tracking-timeline-realtime","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-order-tracking-timeline-realtime-fr.png; dimensions: 941x1672"
"07-orders","07-package-detail-items-shipping-info-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-package-detail-items-shipping-info-fr.png","","Orders","package-detail-items-shipping-info","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-package-detail-items-shipping-info-fr.png; dimensions: 941x1672"
"07-orders","07-rate-order-review-products-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-rate-order-review-products-fr.png","","Orders","rate-order-review-products","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-rate-order-review-products-fr.png; dimensions: 941x1672"
"07-orders","07-refund-completed-success-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-refund-completed-success-fr.png","","Orders","refund-completed-success","French","Success","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-refund-completed-success-fr.png; dimensions: 941x1672"
"07-orders","07-reorder-articles-changed-unavailable-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-reorder-articles-changed-unavailable-fr.png","","Orders","reorder-articles-changed-unavailable","French","Unavailable","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-reorder-articles-changed-unavailable-fr.png; dimensions: 941x1672"
"07-orders","07-reorder-items-added-to-cart-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-reorder-items-added-to-cart-fr.png","","Orders","reorder-items-added-to-cart","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-reorder-items-added-to-cart-fr.png; dimensions: 941x1672"
"07-orders","07-reorder-with-availability-changes-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-reorder-with-availability-changes-fr.png","","Orders","reorder-with-availability-changes","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-reorder-with-availability-changes-fr.png; dimensions: 941x1672"
"07-orders","07-request-refund-cancelled-order-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-request-refund-cancelled-order-fr.png","","Orders","request-refund-cancelled-order","French","Cancelled","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-request-refund-cancelled-order-fr.png; dimensions: 941x1672"
"07-orders","07-request-return-item-selection-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-request-return-item-selection-fr.png","","Orders","request-return-item-selection","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-request-return-item-selection-fr.png; dimensions: 941x1672"
"07-orders","07-return-detail-items-refund-status-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-return-detail-items-refund-status-fr.png","","Orders","return-detail-items-refund-status","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-return-detail-items-refund-status-fr.png; dimensions: 941x1672"
"07-orders","07-return-tracking-timeline-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-return-tracking-timeline-fr.png","","Orders","return-tracking-timeline","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-return-tracking-timeline-fr.png; dimensions: 941x1672"
"07-orders","07-support-order-contact-form-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-support-order-contact-form-fr.png","","Orders","support-order-contact-form","French","Default","Screen reference","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-support-order-contact-form-fr.png; dimensions: 941x1672"
"07-orders","07-tracking-unavailable-in-preparation-fr.png","70 — Orders","02 — Source Screenshots","SRC / 07-tracking-unavailable-in-preparation-fr.png","","Orders","tracking-unavailable-in-preparation","French","Unavailable","Screen state","TBD after editable reconstruction","Orders","Inventory complete — Figma import blocked by MCP plan limit","Source path: 07-orders/07-tracking-unavailable-in-preparation-fr.png; dimensions: 941x1672"
"08-account","08-account-dashboard-profile-menu-ar.png","80 — Account","02 — Source Screenshots","SRC / 08-account-dashboard-profile-menu-ar.png","","Account","account-dashboard-profile-menu","Arabic","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-account-dashboard-profile-menu-ar.png; dimensions: 941x1672"
"08-account","08-account-dashboard-profile-menu-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-account-dashboard-profile-menu-fr.png","","Account","account-dashboard-profile-menu","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-account-dashboard-profile-menu-fr.png; dimensions: 941x1672"
"08-account","08-account-guest-welcome-login-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-account-guest-welcome-login-fr.png","","Account","account-guest-welcome-login","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-account-guest-welcome-login-fr.png; dimensions: 941x1672"
"08-account","08-account-security-overview-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-account-security-overview-fr.png","","Account","account-security-overview","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-account-security-overview-fr.png; dimensions: 941x1672"
"08-account","08-account-settings-menu-photo-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-account-settings-menu-photo-fr.png","","Account","account-settings-menu-photo","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-account-settings-menu-photo-fr.png; dimensions: 941x1672"
"08-account","08-active-sessions-devices-list-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-active-sessions-devices-list-fr.png","","Account","active-sessions-devices-list","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-active-sessions-devices-list-fr.png; dimensions: 941x1672"
"08-account","08-active-sessions-devices-v2-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-active-sessions-devices-v2-fr.png","","Account","active-sessions-devices-v2","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-active-sessions-devices-v2-fr.png; dimensions: 941x1672"
"08-account","08-add-address-form-v2-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-add-address-form-v2-fr.png","","Account","add-address-form-v2","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-add-address-form-v2-fr.png; dimensions: 941x1672"
"08-account","08-add-address-simple-form-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-add-address-simple-form-fr.png","","Account","add-address-simple-form","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-add-address-simple-form-fr.png; dimensions: 941x1672"
"08-account","08-change-email-form-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-change-email-form-fr.png","","Account","change-email-form","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-change-email-form-fr.png; dimensions: 941x1672"
"08-account","08-change-password-form-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-change-password-form-fr.png","","Account","change-password-form","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-change-password-form-fr.png; dimensions: 941x1672"
"08-account","08-change-password-with-requirements-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-change-password-with-requirements-fr.png","","Account","change-password-with-requirements","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-change-password-with-requirements-fr.png; dimensions: 941x1672"
"08-account","08-change-phone-number-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-change-phone-number-fr.png","","Account","change-phone-number","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-change-phone-number-fr.png; dimensions: 941x1672"
"08-account","08-complete-profile-progress-60-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-complete-profile-progress-60-fr.png","","Account","complete-profile-progress-60","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-complete-profile-progress-60-fr.png; dimensions: 941x1672"
"08-account","08-delete-address-confirmation-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-delete-address-confirmation-fr.png","","Account","delete-address-confirmation","French","Confirmation","Dialog","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-delete-address-confirmation-fr.png; dimensions: 941x1672"
"08-account","08-disconnect-device-confirmation-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-disconnect-device-confirmation-fr.png","","Account","disconnect-device-confirmation","French","Confirmation","Dialog","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-disconnect-device-confirmation-fr.png; dimensions: 941x1672"
"08-account","08-disconnect-device-confirmation-v2-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-disconnect-device-confirmation-v2-fr.png","","Account","disconnect-device-confirmation-v2","French","Confirmation","Dialog","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-disconnect-device-confirmation-v2-fr.png; dimensions: 941x1672"
"08-account","08-edit-address-form-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-edit-address-form-fr.png","","Account","edit-address-form","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-edit-address-form-fr.png; dimensions: 941x1672"
"08-account","08-edit-profile-form-ar.png","80 — Account","02 — Source Screenshots","SRC / 08-edit-profile-form-ar.png","","Account","edit-profile-form","Arabic","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-edit-profile-form-ar.png; dimensions: 941x1672"
"08-account","08-edit-profile-form-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-edit-profile-form-fr.png","","Account","edit-profile-form","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-edit-profile-form-fr.png; dimensions: 941x1672"
"08-account","08-faq-accordion-questions-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-faq-accordion-questions-fr.png","","Account","faq-accordion-questions","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-faq-accordion-questions-fr.png; dimensions: 941x1672"
"08-account","08-faq-detail-expanded-answer-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-faq-detail-expanded-answer-fr.png","","Account","faq-detail-expanded-answer","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-faq-detail-expanded-answer-fr.png; dimensions: 941x1672"
"08-account","08-faq-tab-categories-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-faq-tab-categories-fr.png","","Account","faq-tab-categories","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-faq-tab-categories-fr.png; dimensions: 941x1672"
"08-account","08-help-center-categories-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-help-center-categories-fr.png","","Account","help-center-categories","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-help-center-categories-fr.png; dimensions: 941x1672"
"08-account","08-help-center-with-recent-requests-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-help-center-with-recent-requests-fr.png","","Account","help-center-with-recent-requests","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-help-center-with-recent-requests-fr.png; dimensions: 941x1672"
"08-account","08-help-support-faq-categories-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-help-support-faq-categories-fr.png","","Account","help-support-faq-categories","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-help-support-faq-categories-fr.png; dimensions: 941x1672"
"08-account","08-language-region-preferences-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-language-region-preferences-fr.png","","Account","language-region-preferences","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-language-region-preferences-fr.png; dimensions: 941x1672"
"08-account","08-language-selection-3-languages-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-language-selection-3-languages-fr.png","","Account","language-selection-3-languages","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-language-selection-3-languages-fr.png; dimensions: 941x1672"
"08-account","08-language-selection-interface-preview-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-language-selection-interface-preview-fr.png","","Account","language-selection-interface-preview","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-language-selection-interface-preview-fr.png; dimensions: 941x1672"
"08-account","08-language-selection-with-preview-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-language-selection-with-preview-fr.png","","Account","language-selection-with-preview","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-language-selection-with-preview-fr.png; dimensions: 941x1672"
"08-account","08-logout-confirmation-dialog-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-logout-confirmation-dialog-fr.png","","Account","logout-confirmation-dialog","French","Confirmation","Dialog","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-logout-confirmation-dialog-fr.png; dimensions: 941x1672"
"08-account","08-marketing-preferences-cart-reminders-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-marketing-preferences-cart-reminders-fr.png","","Account","marketing-preferences-cart-reminders","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-marketing-preferences-cart-reminders-fr.png; dimensions: 941x1672"
"08-account","08-marketing-preferences-detailed-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-marketing-preferences-detailed-fr.png","","Account","marketing-preferences-detailed","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-marketing-preferences-detailed-fr.png; dimensions: 941x1672"
"08-account","08-marketing-preferences-toggles-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-marketing-preferences-toggles-fr.png","","Account","marketing-preferences-toggles","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-marketing-preferences-toggles-fr.png; dimensions: 941x1672"
"08-account","08-my-addresses-list-ar.png","80 — Account","02 — Source Screenshots","SRC / 08-my-addresses-list-ar.png","","Account","my-addresses-list","Arabic","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-my-addresses-list-ar.png; dimensions: 941x1672"
"08-account","08-my-addresses-list-labels-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-my-addresses-list-labels-fr.png","","Account","my-addresses-list-labels","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-my-addresses-list-labels-fr.png; dimensions: 941x1672"
"08-account","08-my-addresses-list-v2-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-my-addresses-list-v2-fr.png","","Account","my-addresses-list-v2","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-my-addresses-list-v2-fr.png; dimensions: 941x1672"
"08-account","08-my-information-personal-details-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-my-information-personal-details-fr.png","","Account","my-information-personal-details","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-my-information-personal-details-fr.png; dimensions: 941x1672"
"08-account","08-notification-detail-order-preparation-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-detail-order-preparation-fr.png","","Account","notification-detail-order-preparation","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-detail-order-preparation-fr.png; dimensions: 941x1672"
"08-account","08-notification-detail-order-shipped-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-detail-order-shipped-fr.png","","Account","notification-detail-order-shipped","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-detail-order-shipped-fr.png; dimensions: 941x1672"
"08-account","08-notification-management-channels-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-management-channels-fr.png","","Account","notification-management-channels","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-management-channels-fr.png; dimensions: 941x1672"
"08-account","08-notification-preferences-by-category-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-preferences-by-category-fr.png","","Account","notification-preferences-by-category","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-preferences-by-category-fr.png; dimensions: 941x1672"
"08-account","08-notification-preferences-detailed-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-preferences-detailed-fr.png","","Account","notification-preferences-detailed","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-preferences-detailed-fr.png; dimensions: 941x1672"
"08-account","08-notification-settings-toggles-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-notification-settings-toggles-fr.png","","Account","notification-settings-toggles","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-notification-settings-toggles-fr.png; dimensions: 941x1672"
"08-account","08-password-changed-success-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-password-changed-success-fr.png","","Account","password-changed-success","French","Success","Screen state","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-password-changed-success-fr.png; dimensions: 941x1672"
"08-account","08-payment-methods-card-cod-wallet-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-payment-methods-card-cod-wallet-fr.png","","Account","payment-methods-card-cod-wallet","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-payment-methods-card-cod-wallet-fr.png; dimensions: 941x1672"
"08-account","08-security-privacy-full-menu-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-security-privacy-full-menu-fr.png","","Account","security-privacy-full-menu","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-security-privacy-full-menu-fr.png; dimensions: 941x1672"
"08-account","08-security-privacy-with-2fa-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-security-privacy-with-2fa-fr.png","","Account","security-privacy-with-2fa","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-security-privacy-with-2fa-fr.png; dimensions: 941x1672"
"08-account","08-silent-hours-day-selection-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-silent-hours-day-selection-fr.png","","Account","silent-hours-day-selection","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-silent-hours-day-selection-fr.png; dimensions: 941x1672"
"08-account","08-silent-hours-do-not-disturb-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-silent-hours-do-not-disturb-fr.png","","Account","silent-hours-do-not-disturb","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-silent-hours-do-not-disturb-fr.png; dimensions: 941x1672"
"08-account","08-verify-phone-otp-code-fr.png","80 — Account","02 — Source Screenshots","SRC / 08-verify-phone-otp-code-fr.png","","Account","verify-phone-otp-code","French","Default","Screen reference","TBD after editable reconstruction","Account","Inventory complete — Figma import blocked by MCP plan limit","Source path: 08-account/08-verify-phone-otp-code-fr.png; dimensions: 941x1672"
"09-support-settings","09-about-app-version-info-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-about-app-version-info-fr.png","","Support & Settings","about-app-version-info","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-about-app-version-info-fr.png; dimensions: 941x1672"
"09-support-settings","09-about-mayush-design-company-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-about-mayush-design-company-fr.png","","Support & Settings","about-mayush-design-company","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-about-mayush-design-company-fr.png; dimensions: 941x1672"
"09-support-settings","09-accessibility-settings-text-contrast-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-accessibility-settings-text-contrast-fr.png","","Support & Settings","accessibility-settings-text-contrast","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-accessibility-settings-text-contrast-fr.png; dimensions: 941x1672"
"09-support-settings","09-app-permissions-camera-photos-location-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-app-permissions-camera-photos-location-fr.png","","Support & Settings","app-permissions-camera-photos-location","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-app-permissions-camera-photos-location-fr.png; dimensions: 941x1672"
"09-support-settings","09-app-update-available-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-app-update-available-fr.png","","Support & Settings","app-update-available","French","Update","Screen state","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-app-update-available-fr.png; dimensions: 941x1672"
"09-support-settings","09-attach-files-documents-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-attach-files-documents-fr.png","","Support & Settings","attach-files-documents","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-attach-files-documents-fr.png; dimensions: 941x1672"
"09-support-settings","09-choose-language-french-arabic-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-choose-language-french-arabic-fr.png","","Support & Settings","choose-language-french-arabic","French","Default","Screen reference","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-choose-language-french-arabic-fr.png; dimensions: 941x1672"
"09-support-settings","09-clear-cache-confirmation-dialog-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-clear-cache-confirmation-dialog-fr.png","","Support & Settings","clear-cache-confirmation-dialog","French","Confirmation","Dialog","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-clear-cache-confirmation-dialog-fr.png; dimensions: 941x1672"
"09-support-settings","09-close-request-confirmation-fr.png","90 — Support & Settings","02 — Source Screenshots","SRC / 09-close-request-confirmation-fr.png","","Support & Settings","close-request-confirmation","French","Confirmation","Dialog","TBD after editable reconstruction","Support & Settings","Inventory complete — Figma import blocked by MCP plan limit","Source path: 09-support-settings/09-close-request-confirmation-fr.png; dimensions: 941x1672"
